from_id,anbieter,stunde,median_gehzeit,tage_unter_5min,tage_gesamt,anteil_unter_5min,ms_pop
3018,Bolt,6,1,21,24,88,438
3018,Bolt,7,1,20,22,91,438
3018,Bolt,8,1,23,24,96,438
3018,Bolt,9,1,21,23,91,438
3018,Dott,6,2,21,24,88,438
3018,Dott,7,2,22,24,92,438
3018,Dott,8,1,23,24,96,438
3018,Dott,9,1,22,24,92,438
3018,Villo (cyclocity/JCDecaux),6,5,24,24,100,438
3018,Villo (cyclocity/JCDecaux),7,5,24,24,100,438
3018,Villo (cyclocity/JCDecaux),8,5,24,24,100,438
3018,Villo (cyclocity/JCDecaux),9,5,24,24,100,438
3019,Bolt,6,1,22,24,92,686
3019,Bolt,7,1,21,24,88,686
3019,Bolt,8,1,23,24,96,686
3019,Bolt,9,1,23,24,96,686
3019,Dott,6,1,22,23,96,686
3019,Dott,7,1,17,21,81,686
3019,Dott,8,1,18,23,78,686
3019,Dott,9,1,22,24,92,686
3019,Villo (cyclocity/JCDecaux),6,6,0,24,0,686
3019,Villo (cyclocity/JCDecaux),7,6,0,24,0,686
3019,Villo (cyclocity/JCDecaux),8,6,0,24,0,686
3019,Villo (cyclocity/JCDecaux),9,6,0,24,0,686
302,Bolt,6,1,22,23,96,944
302,Bolt,7,1,24,24,100,944
302,Bolt,8,1,18,19,95,944
302,Bolt,9,1,19,20,95,944
302,Dott,6,1,22,24,92,944
302,Dott,7,1,23,24,96,944
302,Dott,8,1,21,24,88,944
302,Dott,9,2,19,24,79,944
302,Villo (cyclocity/JCDecaux),6,6,0,24,0,944
302,Villo (cyclocity/JCDecaux),7,6,0,24,0,944
302,Villo (cyclocity/JCDecaux),8,6,0,24,0,944
302,Villo (cyclocity/JCDecaux),9,6,0,24,0,944
3020,Bolt,6,1,21,23,91,414
3020,Bolt,7,1,22,24,92,414
3020,Bolt,8,1,20,23,87,414
3020,Bolt,9,1,19,24,79,414
3020,Dott,6,1,22,24,92,414
3020,Dott,7,1,23,24,96,414
3020,Dott,8,1,22,24,92,414
3020,Dott,9,1,24,24,100,414
3020,Villo (cyclocity/JCDecaux),6,3,24,24,100,414
3020,Villo (cyclocity/JCDecaux),7,3,24,24,100,414
3020,Villo (cyclocity/JCDecaux),8,3,24,24,100,414
3020,Villo (cyclocity/JCDecaux),9,3,24,24,100,414
3021,Bolt,6,1,24,24,100,329
3021,Bolt,7,2,20,24,83,329
3021,Bolt,8,1,21,24,88,329
3021,Bolt,9,1,22,24,92,329
3021,Dott,6,1,21,24,88,329
3021,Dott,7,1,19,23,83,329
3021,Dott,8,1,21,22,95,329
3021,Dott,9,1,22,24,92,329
3021,Villo (cyclocity/JCDecaux),6,1,24,24,100,329
3021,Villo (cyclocity/JCDecaux),7,1,24,24,100,329
3021,Villo (cyclocity/JCDecaux),8,1,24,24,100,329
3021,Villo (cyclocity/JCDecaux),9,1,24,24,100,329
3022,Bolt,6,1,22,24,92,427
3022,Bolt,7,1,23,24,96,427
3022,Bolt,8,1,21,22,95,427
3022,Bolt,9,1,22,23,96,427
3022,Dott,6,1,22,24,92,427
3022,Dott,7,1,22,23,96,427
3022,Dott,8,2,22,24,92,427
3022,Dott,9,1,19,23,83,427
3022,Villo (cyclocity/JCDecaux),6,3,24,24,100,427
3022,Villo (cyclocity/JCDecaux),7,3,24,24,100,427
3022,Villo (cyclocity/JCDecaux),8,3,24,24,100,427
3022,Villo (cyclocity/JCDecaux),9,3,24,24,100,427
3023,Bolt,6,1,21,23,91,440
3023,Bolt,7,1,21,23,91,440
3023,Bolt,8,1,20,24,83,440
3023,Bolt,9,1,20,23,87,440
3023,Dott,6,1,21,23,91,440
3023,Dott,7,1,20,24,83,440
3023,Dott,8,1,20,23,87,440
3023,Dott,9,1,23,24,96,440
3023,Villo (cyclocity/JCDecaux),6,3,24,24,100,440
3023,Villo (cyclocity/JCDecaux),7,3,24,24,100,440
3023,Villo (cyclocity/JCDecaux),8,3,24,24,100,440
3023,Villo (cyclocity/JCDecaux),9,3,24,24,100,440
3024,Bolt,6,1,21,23,91,436
3024,Bolt,7,1,23,24,96,436
3024,Bolt,8,1,23,23,100,436
3024,Bolt,9,1.5,20,24,83,436
3024,Dott,6,1,21,24,88,436
3024,Dott,7,1,22,24,92,436
3024,Dott,8,1,23,24,96,436
3024,Dott,9,1,19,23,83,436
3024,Villo (cyclocity/JCDecaux),6,1,24,24,100,436
3024,Villo (cyclocity/JCDecaux),7,1,24,24,100,436
3024,Villo (cyclocity/JCDecaux),8,1,24,24,100,436
3024,Villo (cyclocity/JCDecaux),9,1,24,24,100,436
3025,Bolt,6,1,24,24,100,492
3025,Bolt,7,1,21,23,91,492
3025,Bolt,8,1,22,24,92,492
3025,Bolt,9,1,24,24,100,492
3025,Dott,6,1,24,24,100,492
3025,Dott,7,1.5,21,24,88,492
3025,Dott,8,1,22,22,100,492
3025,Dott,9,1,23,24,96,492
3025,Villo (cyclocity/JCDecaux),6,1,24,24,100,492
3025,Villo (cyclocity/JCDecaux),7,1,24,24,100,492
3025,Villo (cyclocity/JCDecaux),8,1,24,24,100,492
3025,Villo (cyclocity/JCDecaux),9,1,24,24,100,492
3026,Bolt,6,1,22,24,92,471
3026,Bolt,7,1,23,24,96,471
3026,Bolt,8,1,20,23,87,471
3026,Bolt,9,1,20,22,91,471
3026,Dott,6,1,23,24,96,471
3026,Dott,7,1,21,24,88,471
3026,Dott,8,2,20,23,87,471
3026,Dott,9,1,21,24,88,471
3026,Villo (cyclocity/JCDecaux),6,3,24,24,100,471
3026,Villo (cyclocity/JCDecaux),7,3,24,24,100,471
3026,Villo (cyclocity/JCDecaux),8,3,24,24,100,471
3026,Villo (cyclocity/JCDecaux),9,3,24,24,100,471
3027,Bolt,6,1,20,23,87,349
3027,Bolt,7,1,21,23,91,349
3027,Bolt,8,1,22,24,92,349
3027,Bolt,9,1,22,24,92,349
3027,Dott,6,1,22,24,92,349
3027,Dott,7,1,23,24,96,349
3027,Dott,8,1,23,24,96,349
3027,Dott,9,1,23,24,96,349
3027,Villo (cyclocity/JCDecaux),6,3,24,24,100,349
3027,Villo (cyclocity/JCDecaux),7,3,24,24,100,349
3027,Villo (cyclocity/JCDecaux),8,3,24,24,100,349
3027,Villo (cyclocity/JCDecaux),9,3,24,24,100,349
3028,Bolt,6,1,22,23,96,314
3028,Bolt,7,1,23,23,100,314
3028,Bolt,8,1,23,24,96,314
3028,Bolt,9,1,23,24,96,314
3028,Dott,6,1,23,24,96,314
3028,Dott,7,1,24,24,100,314
3028,Dott,8,1,23,24,96,314
3028,Dott,9,1,23,24,96,314
3028,Villo (cyclocity/JCDecaux),6,5,24,24,100,314
3028,Villo (cyclocity/JCDecaux),7,5,24,24,100,314
3028,Villo (cyclocity/JCDecaux),8,5,24,24,100,314
3028,Villo (cyclocity/JCDecaux),9,5,24,24,100,314
3029,Bolt,6,1,22,24,92,398
3029,Bolt,7,1,20,24,83,398
3029,Bolt,8,1,20,22,91,398
3029,Bolt,9,1.5,23,24,96,398
3029,Dott,6,1,22,24,92,398
3029,Dott,7,1,19,24,79,398
3029,Dott,8,1,22,23,96,398
3029,Dott,9,1,20,23,87,398
3029,Villo (cyclocity/JCDecaux),6,3,24,24,100,398
3029,Villo (cyclocity/JCDecaux),7,3,24,24,100,398
3029,Villo (cyclocity/JCDecaux),8,3,24,24,100,398
3029,Villo (cyclocity/JCDecaux),9,3,24,24,100,398
303,Bolt,6,1.5,18,22,82,693
303,Bolt,7,1,20,21,95,693
303,Bolt,8,1.5,21,22,95,693
303,Bolt,9,2,20,23,87,693
303,Dott,6,2,21,24,88,693
303,Dott,7,1,20,23,87,693
303,Dott,8,1,23,24,96,693
303,Dott,9,1,23,24,96,693
303,Villo (cyclocity/JCDecaux),6,1,24,24,100,693
303,Villo (cyclocity/JCDecaux),7,1,24,24,100,693
303,Villo (cyclocity/JCDecaux),8,1,24,24,100,693
303,Villo (cyclocity/JCDecaux),9,1,24,24,100,693
3030,Bolt,6,1,20,23,87,288
3030,Bolt,7,2,19,22,86,288
3030,Bolt,8,1,23,24,96,288
3030,Bolt,9,1,17,24,71,288
3030,Dott,6,1,22,23,96,288
3030,Dott,7,1,23,24,96,288
3030,Dott,8,2,23,24,96,288
3030,Dott,9,2,19,23,83,288
3030,Villo (cyclocity/JCDecaux),6,3,24,24,100,288
3030,Villo (cyclocity/JCDecaux),7,3,24,24,100,288
3030,Villo (cyclocity/JCDecaux),8,3,24,24,100,288
3030,Villo (cyclocity/JCDecaux),9,3,24,24,100,288
3031,Bolt,6,1,21,24,88,254
3031,Bolt,7,1,21,22,95,254
3031,Bolt,8,2,21,24,88,254
3031,Bolt,9,1,21,24,88,254
3031,Dott,6,1,21,24,88,254
3031,Dott,7,1,23,24,96,254
3031,Dott,8,1.5,23,24,96,254
3031,Dott,9,1,23,24,96,254
3031,Villo (cyclocity/JCDecaux),6,4,24,24,100,254
3031,Villo (cyclocity/JCDecaux),7,4,24,24,100,254
3031,Villo (cyclocity/JCDecaux),8,4,24,24,100,254
3031,Villo (cyclocity/JCDecaux),9,4,24,24,100,254
3032,Bolt,6,1,19,24,79,363
3032,Bolt,7,1,22,24,92,363
3032,Bolt,8,1,21,23,91,363
3032,Bolt,9,1.5,20,24,83,363
3032,Dott,6,1,22,24,92,363
3032,Dott,7,1,24,24,100,363
3032,Dott,8,1,20,24,83,363
3032,Dott,9,1,21,24,88,363
3032,Villo (cyclocity/JCDecaux),6,4,24,24,100,363
3032,Villo (cyclocity/JCDecaux),7,4,24,24,100,363
3032,Villo (cyclocity/JCDecaux),8,4,24,24,100,363
3032,Villo (cyclocity/JCDecaux),9,4,24,24,100,363
3033,Bolt,6,1,21,23,91,280
3033,Bolt,7,1,21,24,88,280
3033,Bolt,8,1,23,24,96,280
3033,Bolt,9,1.5,19,22,86,280
3033,Dott,6,1,21,23,91,280
3033,Dott,7,1,24,24,100,280
3033,Dott,8,1,22,24,92,280
3033,Dott,9,1,24,24,100,280
3033,Villo (cyclocity/JCDecaux),6,8,0,24,0,280
3033,Villo (cyclocity/JCDecaux),7,8,0,24,0,280
3033,Villo (cyclocity/JCDecaux),8,8,0,24,0,280
3033,Villo (cyclocity/JCDecaux),9,8,0,24,0,280
3034,Bolt,6,1,20,22,91,313
3034,Bolt,7,1,20,21,95,313
3034,Bolt,8,1,18,23,78,313
3034,Bolt,9,1,24,24,100,313
3034,Dott,6,1,19,23,83,313
3034,Dott,7,1,23,24,96,313
3034,Dott,8,1,21,24,88,313
3034,Dott,9,1.5,21,24,88,313
3034,Villo (cyclocity/JCDecaux),6,7,0,24,0,313
3034,Villo (cyclocity/JCDecaux),7,7,0,24,0,313
3034,Villo (cyclocity/JCDecaux),8,7,0,24,0,313
3034,Villo (cyclocity/JCDecaux),9,7,0,24,0,313
3035,Bolt,6,1,21,24,88,149
3035,Bolt,7,1,22,24,92,149
3035,Bolt,8,1,22,22,100,149
3035,Bolt,9,1,21,23,91,149
3035,Dott,6,1,23,24,96,149
3035,Dott,7,1,21,24,88,149
3035,Dott,8,1,22,24,92,149
3035,Dott,9,1,23,24,96,149
3036,Bolt,6,1,22,23,96,344
3036,Bolt,7,2,20,24,83,344
3036,Bolt,8,1,20,23,87,344
3036,Bolt,9,2,20,24,83,344
3036,Dott,6,1,23,23,100,344
3036,Dott,7,1,21,24,88,344
3036,Dott,8,2,22,23,96,344
3036,Dott,9,1.5,21,24,88,344
3036,Villo (cyclocity/JCDecaux),6,2,24,24,100,344
3036,Villo (cyclocity/JCDecaux),7,2,24,24,100,344
3036,Villo (cyclocity/JCDecaux),8,2,24,24,100,344
3036,Villo (cyclocity/JCDecaux),9,2,24,24,100,344
3037,Bolt,6,1,21,24,88,234
3037,Bolt,7,2,22,24,92,234
3037,Bolt,8,1,23,24,96,234
3037,Bolt,9,1,20,24,83,234
3037,Dott,6,1,23,23,100,234
3037,Dott,7,1,23,24,96,234
3037,Dott,8,1,21,24,88,234
3037,Dott,9,1,24,24,100,234
3037,Villo (cyclocity/JCDecaux),6,5,24,24,100,234
3037,Villo (cyclocity/JCDecaux),7,5,24,24,100,234
3037,Villo (cyclocity/JCDecaux),8,5,24,24,100,234
3037,Villo (cyclocity/JCDecaux),9,5,24,24,100,234
3038,Bolt,6,1,23,24,96,210
3038,Bolt,7,1,22,23,96,210
3038,Bolt,8,1,22,24,92,210
3038,Bolt,9,1.5,23,24,96,210
3038,Dott,6,1,23,23,100,210
3038,Dott,7,1,23,24,96,210
3038,Dott,8,1,23,24,96,210
3038,Dott,9,2,20,24,83,210
3038,Villo (cyclocity/JCDecaux),6,5,24,24,100,210
3038,Villo (cyclocity/JCDecaux),7,5,24,24,100,210
3038,Villo (cyclocity/JCDecaux),8,5,24,24,100,210
3038,Villo (cyclocity/JCDecaux),9,5,24,24,100,210
3039,Bolt,6,1,23,24,96,224
3039,Bolt,7,1,20,23,87,224
3039,Bolt,8,1,22,24,92,224
3039,Bolt,9,1,21,22,95,224
3039,Dott,6,1,23,24,96,224
3039,Dott,7,1,23,23,100,224
3039,Dott,8,1,22,24,92,224
3039,Dott,9,1,21,23,91,224
3039,Villo (cyclocity/JCDecaux),6,3,24,24,100,224
3039,Villo (cyclocity/JCDecaux),7,3,24,24,100,224
3039,Villo (cyclocity/JCDecaux),8,3,24,24,100,224
3039,Villo (cyclocity/JCDecaux),9,3,24,24,100,224
304,Bolt,6,1,22,23,96,285
304,Bolt,7,2,18,21,86,285
304,Bolt,8,1,22,23,96,285
304,Bolt,9,2,21,24,88,285
304,Dott,6,1,23,24,96,285
304,Dott,7,2,20,24,83,285
304,Dott,8,1,20,23,87,285
304,Dott,9,2,24,24,100,285
304,Villo (cyclocity/JCDecaux),6,6,0,24,0,285
304,Villo (cyclocity/JCDecaux),7,6,0,24,0,285
304,Villo (cyclocity/JCDecaux),8,6,0,24,0,285
304,Villo (cyclocity/JCDecaux),9,6,0,24,0,285
3040,Bolt,6,1,22,24,92,142
3040,Bolt,7,1,23,23,100,142
3040,Bolt,8,1,21,23,91,142
3040,Bolt,9,1,20,23,87,142
3040,Dott,6,1,22,24,92,142
3040,Dott,7,2,22,24,92,142
3040,Dott,8,1,22,23,96,142
3040,Dott,9,1,20,24,83,142
3040,Villo (cyclocity/JCDecaux),6,4,24,24,100,142
3040,Villo (cyclocity/JCDecaux),7,4,24,24,100,142
3040,Villo (cyclocity/JCDecaux),8,4,24,24,100,142
3040,Villo (cyclocity/JCDecaux),9,4,24,24,100,142
3041,Bolt,6,1,24,24,100,258
3041,Bolt,7,2,20,23,87,258
3041,Bolt,8,1,22,24,92,258
3041,Bolt,9,1,22,24,92,258
3041,Dott,6,1,21,24,88,258
3041,Dott,7,1,23,24,96,258
3041,Dott,8,1,21,24,88,258
3041,Dott,9,1.5,20,24,83,258
3041,Villo (cyclocity/JCDecaux),6,5,24,24,100,258
3041,Villo (cyclocity/JCDecaux),7,5,24,24,100,258
3041,Villo (cyclocity/JCDecaux),8,5,24,24,100,258
3041,Villo (cyclocity/JCDecaux),9,5,24,24,100,258
3042,Bolt,6,1.5,22,24,92,304
3042,Bolt,7,1,19,24,79,304
3042,Bolt,8,1,20,22,91,304
3042,Bolt,9,1,20,24,83,304
3042,Dott,6,1,23,23,100,304
3042,Dott,7,1,24,24,100,304
3042,Dott,8,1.5,22,24,92,304
3042,Dott,9,1,21,23,91,304
3042,Villo (cyclocity/JCDecaux),6,3,24,24,100,304
3042,Villo (cyclocity/JCDecaux),7,3,24,24,100,304
3042,Villo (cyclocity/JCDecaux),8,3,24,24,100,304
3042,Villo (cyclocity/JCDecaux),9,3,24,24,100,304
3043,Bolt,6,1,22,24,92,333
3043,Bolt,7,1,19,21,90,333
3043,Bolt,8,2,23,24,96,333
3043,Bolt,9,2,17,23,74,333
3043,Dott,6,1.5,23,24,96,333
3043,Dott,7,1,22,23,96,333
3043,Dott,8,1,22,23,96,333
3043,Dott,9,1,21,24,88,333
3043,Villo (cyclocity/JCDecaux),6,2,24,24,100,333
3043,Villo (cyclocity/JCDecaux),7,2,24,24,100,333
3043,Villo (cyclocity/JCDecaux),8,2,24,24,100,333
3043,Villo (cyclocity/JCDecaux),9,2,24,24,100,333
3044,Bolt,6,1.5,21,22,95,420
3044,Bolt,7,1,19,22,86,420
3044,Bolt,8,1,23,23,100,420
3044,Bolt,9,1.5,20,24,83,420
3044,Dott,6,1,23,24,96,420
3044,Dott,7,1,22,24,92,420
3044,Dott,8,1,23,24,96,420
3044,Dott,9,1,24,24,100,420
3044,Villo (cyclocity/JCDecaux),6,4,24,24,100,420
3044,Villo (cyclocity/JCDecaux),7,4,24,24,100,420
3044,Villo (cyclocity/JCDecaux),8,4,24,24,100,420
3044,Villo (cyclocity/JCDecaux),9,4,24,24,100,420
3045,Bolt,6,1,21,23,91,287
3045,Bolt,7,1,22,24,92,287
3045,Bolt,8,1,18,23,78,287
3045,Bolt,9,1,21,23,91,287
3045,Dott,6,1,21,23,91,287
3045,Dott,7,1,23,24,96,287
3045,Dott,8,1,20,23,87,287
3045,Dott,9,1,22,24,92,287
3045,Villo (cyclocity/JCDecaux),6,4,24,24,100,287
3045,Villo (cyclocity/JCDecaux),7,4,24,24,100,287
3045,Villo (cyclocity/JCDecaux),8,4,24,24,100,287
3045,Villo (cyclocity/JCDecaux),9,4,24,24,100,287
3046,Bolt,6,2,20,21,95,258
3046,Bolt,7,1,24,24,100,258
3046,Bolt,8,1,22,24,92,258
3046,Bolt,9,1,21,24,88,258
3046,Dott,6,1,21,24,88,258
3046,Dott,7,1,22,23,96,258
3046,Dott,8,1,23,24,96,258
3046,Dott,9,1,23,24,96,258
3046,Villo (cyclocity/JCDecaux),6,8,0,24,0,258
3046,Villo (cyclocity/JCDecaux),7,8,0,24,0,258
3046,Villo (cyclocity/JCDecaux),8,8,0,24,0,258
3046,Villo (cyclocity/JCDecaux),9,8,0,24,0,258
3047,Bolt,6,1.5,22,24,92,332
3047,Bolt,7,1,21,24,88,332
3047,Bolt,8,1,21,24,88,332
3047,Bolt,9,1.5,18,24,75,332
3047,Dott,6,1,23,24,96,332
3047,Dott,7,1,23,24,96,332
3047,Dott,8,1,22,24,92,332
3047,Dott,9,1,23,23,100,332
3047,Villo (cyclocity/JCDecaux),6,6,0,24,0,332
3047,Villo (cyclocity/JCDecaux),7,6,0,24,0,332
3047,Villo (cyclocity/JCDecaux),8,6,0,24,0,332
3047,Villo (cyclocity/JCDecaux),9,6,0,24,0,332
3048,Bolt,6,1,24,24,100,433
3048,Bolt,7,1,23,23,100,433
3048,Bolt,8,1,21,24,88,433
3048,Bolt,9,1,23,24,96,433
3048,Dott,6,1,22,24,92,433
3048,Dott,7,1,24,24,100,433
3048,Dott,8,1,23,23,100,433
3048,Dott,9,2,21,24,88,433
3048,Villo (cyclocity/JCDecaux),6,4,24,24,100,433
3048,Villo (cyclocity/JCDecaux),7,4,24,24,100,433
3048,Villo (cyclocity/JCDecaux),8,4,24,24,100,433
3048,Villo (cyclocity/JCDecaux),9,4,22,24,92,433
3049,Bolt,6,1,16,21,76,494
3049,Bolt,7,1,22,24,92,494
3049,Bolt,8,1,20,23,87,494
3049,Bolt,9,2,18,22,82,494
3049,Dott,6,1,19,23,83,494
3049,Dott,7,1,21,24,88,494
3049,Dott,8,1,21,24,88,494
3049,Dott,9,1,24,24,100,494
3049,Villo (cyclocity/JCDecaux),6,2,24,24,100,494
3049,Villo (cyclocity/JCDecaux),7,2,24,24,100,494
3049,Villo (cyclocity/JCDecaux),8,2,24,24,100,494
3049,Villo (cyclocity/JCDecaux),9,2,22,24,92,494
305,Bolt,6,1,19,19,100,411
305,Bolt,7,1,23,23,100,411
305,Bolt,8,1.5,21,22,95,411
305,Bolt,9,1,19,22,86,411
305,Dott,6,1,24,24,100,411
305,Dott,7,1.5,20,24,83,411
305,Dott,8,1,19,23,83,411
305,Dott,9,1,21,24,88,411
305,Villo (cyclocity/JCDecaux),6,7,0,24,0,411
305,Villo (cyclocity/JCDecaux),7,7,0,24,0,411
305,Villo (cyclocity/JCDecaux),8,7,0,24,0,411
305,Villo (cyclocity/JCDecaux),9,7,0,24,0,411
3050,Bolt,6,2,21,23,91,441
3050,Bolt,7,1,20,23,87,441
3050,Bolt,8,1,22,24,92,441
3050,Bolt,9,1,22,24,92,441
3050,Dott,6,1.5,24,24,100,441
3050,Dott,7,1,22,24,92,441
3050,Dott,8,1,22,23,96,441
3050,Dott,9,1,23,23,100,441
3050,Villo (cyclocity/JCDecaux),6,3,24,24,100,441
3050,Villo (cyclocity/JCDecaux),7,3,24,24,100,441
3050,Villo (cyclocity/JCDecaux),8,3,24,24,100,441
3050,Villo (cyclocity/JCDecaux),9,3,22,24,92,441
3051,Bolt,6,1,21,23,91,390
3051,Bolt,7,1,22,24,92,390
3051,Bolt,8,1,20,24,83,390
3051,Bolt,9,1,23,24,96,390
3051,Dott,6,1,22,24,92,390
3051,Dott,7,1,21,23,91,390
3051,Dott,8,1,23,24,96,390
3051,Dott,9,1,22,24,92,390
3051,Villo (cyclocity/JCDecaux),6,3,24,24,100,390
3051,Villo (cyclocity/JCDecaux),7,3,24,24,100,390
3051,Villo (cyclocity/JCDecaux),8,3,24,24,100,390
3051,Villo (cyclocity/JCDecaux),9,3,22,24,92,390
3052,Bolt,6,1,22,22,100,557
3052,Bolt,7,1,23,24,96,557
3052,Bolt,8,1,22,23,96,557
3052,Bolt,9,1,22,24,92,557
3052,Dott,6,1,23,24,96,557
3052,Dott,7,1,22,24,92,557
3052,Dott,8,1.5,23,24,96,557
3052,Dott,9,1,20,22,91,557
3052,Villo (cyclocity/JCDecaux),6,4,22,24,92,557
3052,Villo (cyclocity/JCDecaux),7,4,22,24,92,557
3052,Villo (cyclocity/JCDecaux),8,4,22,24,92,557
3052,Villo (cyclocity/JCDecaux),9,4,22,24,92,557
3053,Bolt,6,1,23,24,96,402
3053,Bolt,7,1,20,24,83,402
3053,Bolt,8,1,24,24,100,402
3053,Bolt,9,1,20,24,83,402
3053,Dott,6,1,21,24,88,402
3053,Dott,7,1,22,24,92,402
3053,Dott,8,1,23,24,96,402
3053,Dott,9,1,22,24,92,402
3053,Villo (cyclocity/JCDecaux),6,3,22,24,92,402
3053,Villo (cyclocity/JCDecaux),7,3,22,24,92,402
3053,Villo (cyclocity/JCDecaux),8,3,22,24,92,402
3053,Villo (cyclocity/JCDecaux),9,3,22,24,92,402
3054,Bolt,6,1,20,23,87,354
3054,Bolt,7,1,22,24,92,354
3054,Bolt,8,1,23,24,96,354
3054,Bolt,9,2,21,24,88,354
3054,Dott,6,1,21,24,88,354
3054,Dott,7,1,23,24,96,354
3054,Dott,8,1,22,24,92,354
3054,Dott,9,2,20,24,83,354
3054,Villo (cyclocity/JCDecaux),6,3,22,24,92,354
3054,Villo (cyclocity/JCDecaux),7,3,22,24,92,354
3054,Villo (cyclocity/JCDecaux),8,3,22,24,92,354
3054,Villo (cyclocity/JCDecaux),9,3,22,24,92,354
3055,Bolt,6,1,20,24,83,569
3055,Bolt,7,1,22,24,92,569
3055,Bolt,8,2,21,24,88,569
3055,Bolt,9,1,22,24,92,569
3055,Dott,6,1,24,24,100,569
3055,Dott,7,1,23,23,100,569
3055,Dott,8,1,21,24,88,569
3055,Dott,9,1,20,23,87,569
3055,Villo (cyclocity/JCDecaux),6,4,22,24,92,569
3055,Villo (cyclocity/JCDecaux),7,4,22,24,92,569
3055,Villo (cyclocity/JCDecaux),8,4,22,24,92,569
3055,Villo (cyclocity/JCDecaux),9,4,22,24,92,569
3056,Bolt,6,1.5,21,24,88,197
3056,Bolt,7,1,22,23,96,197
3056,Bolt,8,1,21,24,88,197
3056,Bolt,9,1,24,24,100,197
3056,Dott,6,1,21,23,91,197
3056,Dott,7,1,23,24,96,197
3056,Dott,8,1,22,23,96,197
3056,Dott,9,1,22,24,92,197
3056,Villo (cyclocity/JCDecaux),6,3,24,24,100,197
3056,Villo (cyclocity/JCDecaux),7,3,24,24,100,197
3056,Villo (cyclocity/JCDecaux),8,3,24,24,100,197
3056,Villo (cyclocity/JCDecaux),9,3,23,24,96,197
3057,Bolt,6,1,21,24,88,234
3057,Bolt,7,1,23,24,96,234
3057,Bolt,8,1,23,24,96,234
3057,Bolt,9,2,21,24,88,234
3057,Dott,6,1,23,24,96,234
3057,Dott,7,2,22,24,92,234
3057,Dott,8,1,24,24,100,234
3057,Dott,9,1,18,23,78,234
3057,Villo (cyclocity/JCDecaux),6,0,24,24,100,234
3057,Villo (cyclocity/JCDecaux),7,0,24,24,100,234
3057,Villo (cyclocity/JCDecaux),8,0,24,24,100,234
3057,Villo (cyclocity/JCDecaux),9,0,23,24,96,234
3058,Bolt,6,1,21,23,91,483
3058,Bolt,7,1,20,22,91,483
3058,Bolt,8,1,22,23,96,483
3058,Bolt,9,1,22,24,92,483
3058,Dott,6,1,24,24,100,483
3058,Dott,7,1,23,24,96,483
3058,Dott,8,1,22,24,92,483
3058,Dott,9,1,20,22,91,483
3058,Villo (cyclocity/JCDecaux),6,2,24,24,100,483
3058,Villo (cyclocity/JCDecaux),7,2,24,24,100,483
3058,Villo (cyclocity/JCDecaux),8,2,24,24,100,483
3058,Villo (cyclocity/JCDecaux),9,2,23,24,96,483
3059,Bolt,6,1,22,23,96,561
3059,Bolt,7,1,21,24,88,561
3059,Bolt,8,1,23,24,96,561
3059,Bolt,9,2,23,24,96,561
3059,Dott,6,2,22,23,96,561
3059,Dott,7,1,22,24,92,561
3059,Dott,8,1,23,24,96,561
3059,Dott,9,2,18,23,78,561
3059,Villo (cyclocity/JCDecaux),6,5,24,24,100,561
3059,Villo (cyclocity/JCDecaux),7,5,24,24,100,561
3059,Villo (cyclocity/JCDecaux),8,5,24,24,100,561
3059,Villo (cyclocity/JCDecaux),9,5,23,24,96,561
306,Bolt,6,3,19,21,90,85
306,Bolt,7,1,22,22,100,85
306,Bolt,8,2,20,23,87,85
306,Bolt,9,1,19,22,86,85
306,Dott,6,1,19,24,79,85
306,Dott,7,1,21,23,91,85
306,Dott,8,1.5,21,22,95,85
306,Dott,9,1,18,23,78,85
3060,Bolt,6,1,20,23,87,410
3060,Bolt,7,2,21,24,88,410
3060,Bolt,8,1,20,23,87,410
3060,Bolt,9,1,22,23,96,410
3060,Dott,6,1.5,23,24,96,410
3060,Dott,7,1,20,24,83,410
3060,Dott,8,1,22,24,92,410
3060,Dott,9,1,23,24,96,410
3060,Villo (cyclocity/JCDecaux),6,6,0,24,0,410
3060,Villo (cyclocity/JCDecaux),7,6,0,24,0,410
3060,Villo (cyclocity/JCDecaux),8,6,0,24,0,410
3060,Villo (cyclocity/JCDecaux),9,6,0,24,0,410
3061,Bolt,6,1,24,24,100,176
3061,Bolt,7,1,23,24,96,176
3061,Bolt,8,1,21,24,88,176
3061,Bolt,9,2,21,23,91,176
3061,Dott,6,2,20,24,83,176
3061,Dott,7,1,22,24,92,176
3061,Dott,8,1,21,24,88,176
3061,Dott,9,2.5,19,22,86,176
3061,Villo (cyclocity/JCDecaux),6,5,23,24,96,176
3061,Villo (cyclocity/JCDecaux),7,5,23,24,96,176
3061,Villo (cyclocity/JCDecaux),8,5,23,24,96,176
3061,Villo (cyclocity/JCDecaux),9,5,23,24,96,176
3062,Bolt,6,1,23,24,96,247
3062,Bolt,7,1,21,24,88,247
3062,Bolt,8,1,21,23,91,247
3062,Bolt,9,1,17,22,77,247
3062,Dott,6,1,19,23,83,247
3062,Dott,7,1,22,24,92,247
3062,Dott,8,1,23,24,96,247
3062,Dott,9,2,20,22,91,247
3062,Villo (cyclocity/JCDecaux),6,4,23,24,96,247
3062,Villo (cyclocity/JCDecaux),7,4,23,24,96,247
3062,Villo (cyclocity/JCDecaux),8,4,23,24,96,247
3062,Villo (cyclocity/JCDecaux),9,4,23,24,96,247
